open,high,low,close,volume
100.24835707650561,100.38405602260306,100.17869982697225,100.24835707650561,991
100.17922492592002,100.24032481853075,100.12256020741289,100.17922492592002,597
100.50306919497037,100.62254540717939,100.31576522580927,100.50306919497037,975
101.26458412317437,101.2866677325636,101.14866727882162,101.26458412317437,571
101.1475074358127,101.38694314210508,100.84949090069738,101.1475074358127,763
101.0304389573381,101.18464738876635,100.89960209218604,101.0304389573381,407
101.8200453650918,102.02020946464549,101.42022780251224,101.8200453650918,558
102.20376272966826,102.36009714413764,101.89203742627569,102.20376272966826,613
101.96902553670078,102.13855097920016,101.92271563791172,101.96902553670078,602
102.24030555849376,102.4040244821624,101.80692875153049,102.24030555849376,143
102.00859671208752,102.19298398768905,101.84800672678362,102.00859671208752,140
101.7757318353024,101.94601382265492,101.6861121926322,101.7757318353024,937
101.8967129710854,102.15987245272903,101.77946743222921,101.8967129710854,362
100.94007284875651,101.03326304437093,100.73080284161902,100.94007284875651,393
100.0776139325,100.24221165090067,99.97301961772061,100.0776139325,784
99.79647016787952,99.8047785359923,99.78216736602492,99.79647016787952,108
99.2900546077123,99.5047931769518,99.02220054461525,99.2900546077123,152
99.44717827400994,99.53884186183502,99.14380659070828,99.44717827400994,895
98.99316623624934,99.13612768804764,98.80142549042063,98.99316623624934,227
98.28701438558168,98.64591935526013,97.92282094052844,98.28701438558168,630
99.01983877004247,99.32880706252612,98.57718318644021,99.01983877004247,743
98.9069506197992,99.02777010507032,98.86595279033742,98.9069506197992,624
98.94071472214317,99.21291606309713,98.91092616289491,98.94071472214317,831
98.22834062903644,98.24129889906112,98.16107655467053,98.22834062903644,878
97.95614926677385,98.10923676564886,97.76925219711195,97.95614926677385,856
98.01161056162879,98.3071546206892,97.73657475010734,98.01161056162879,869
97.43611377291764,97.4852135092765,97.0613984941382,97.43611377291764,239
97.62396278209047,97.67500021639333,97.44527896492262,97.62396278209047,993
97.32364343713107,97.6645678287665,97.30707576144614,97.32364343713107,858
97.17779656223443,97.19442326737874,97.0878233020924,97.17779656223443,331
96.87694325611973,97.0416278930322,96.79289544114674,96.87694325611973,667
97.8030823483742,97.99220903388773,97.56590069728823,97.8030823483742,187
97.79633373600524,97.89720674914892,97.53394142693202,97.79633373600524,865
97.26747827152728,97.37573809051973,97.17418433334002,97.26747827152728,663
97.67875072757887,98.07411504136839,97.5331031061177,97.67875072757887,858
